cpu,mark,rank
Intel Pentium T3400 @ 2.16GHz,664,4806
AMD Athlon 64 X2 QL-65,664,4807
Intel Pentium E2160 @ 1.80GHz,663,4808
Intel Core2 Duo L7500 @ 1.60GHz,663,4809
MT8735,662,4810
Broadcom STB (Flattened Device Tree),659,4811
AMD Turion Dual-Core RM-75,659,4812
Qualcomm MSM8917,656,4813
AMD Turion X2 Dual-Core Mobile RM-72,656,4814
MT8735A,655,4815
AMD Athlon 64 X2 QL-60,655,4816
Amlogic,655,4817
Intel Celeron N3060 @ 1.60GHz,654,4818
AMD E2-7015 APU,653,4819
AMD Athlon 64 X2 Dual Core 5800+,653,4820
AMD Turion X2 Dual-Core Mobile RM-74,652,4821
Intel Core2 Duo E6300 @ 1.86GHz,652,4822
Celeron Dual-Core T3000 @ 1.80GHz,650,4823
AMD GX-412TC SOC,650,4824
AMD Turion Dual-Core RM-72,649,4825
AMD Opteron 170,648,4826
Intel Celeron N3000 @ 1.04GHz,646,4827
AMD Turion X2 Ultra Dual-Core Mobile ZM-82,645,4828
Intel Pentium 967 @ 1.30GHz,643,4829
Intel Core2 Duo T5800 @ 2.00GHz,641,4830
AMD Turion 64 X2 Mobile TL-60,641,4831
AMD Athlon 64 X2 QL-66,641,4832
Generic DT based system,639,4833
ARM Cortex-A53 4 Core 1908 MHz,638,4834
Intel Atom Z3740 @ 1.33GHz,638,4835
AMD GX-212JC SOC ,636,4836
Mediatek MT9676,635,4837
MediaTek MT8163,634,4838
Celeron Dual-Core T3300 @ 2.00GHz,633,4839
Intel Core2 Duo T5670 @ 1.80GHz,633,4840
AMD Turion II Neo N40L Dual-Core,631,4841
ARM Cortex-A55 4 Core 1800 MHz,630,4842
Intel Core i5-430UM @ 1.20GHz,627,4843
Intel Celeron E1500 @ 2.20GHz,626,4844
Intel Core2 Duo T5550 @ 1.83GHz,625,4845
Celeron Dual-Core T3100 @ 1.90GHz,625,4846
Intel Pentium U5600 @ 1.33GHz,624,4847
AMD Athlon 64 X2 Dual-Core TK-57,624,4848
AMD Athlon 64 X2 Dual Core 3800+,623,4849
Intel Pentium 957 @ 1.20GHz,622,4850
Intel Atom Z3745 @ 1.33GHz,621,4851
MT6795MM,618,4852
AMD Athlon 64 X2 QL-64,618,4853
AMD Turion II Neo K625 Dual-Core,618,4854
Intel Atom Z3740D @ 1.33GHz,618,4855
Qualcomm APQ8084,618,4856
AMD Athlon 64 X2 Dual Core 3600+,618,4857
ARM Cortex-A72 4 Core 1500 MHz,618,4858
Intel Celeron N3010 @ 1.04GHz,616,4859
AMD Athlon II X2 250u,615,4860
AMD E1-7010 APU,613,4861
AMD Turion X2 Dual-Core Mobile RM-70,612,4862
Mediatek MT6739,611,4863
AMD E2-7015,611,4864
Intel U4100 @ 1.30GHz,610,4865
ARM Cortex-A72 4 Core 1000 MHz,608,4866
Intel Core2 Duo T7100 @ 1.80GHz,605,4867
AMD Turion X2 Dual Core L510,603,4868
AMD Athlon 64 X2 Dual-Core TK-53,602,4869
AMD E1 Micro-6200T APU,600,4870
AMD TurionX2 Ultra DualCore Mobile ZM-87,599,4871
Samsung GrandPrimePlus LTE LTN DTV rev04 board bas,599,4872
Intel Atom Z3745D @ 1.33GHz,599,4873
AMD Sempron 150,597,4874
Intel Core2 Duo U9600 @ 1.60GHz,595,4875
rk3566,595,4876
AMD Athlon 64 X2 Dual Core BE-2300,594,4877
AMD E1-2500 APU,593,4878
ARM Cortex-A53 4 Core 2040 MHz,593,4879
AMD Opteron 1212,593,4880
Mediatek MT8175B,592,4881
AMD Athlon X2 Dual Core BE-2350,591,4882
Intel Celeron N3050 @ 1.60GHz,590,4883
Intel Core2 Duo T5470 @ 1.60GHz,590,4884
Intel Celeron 867 @ 1.30GHz,588,4885
Intel Core2 Duo E4300 @ 1.80GHz,588,4886
AMD Turion Dual-Core RM-74,588,4887
MT6739,588,4888
AMD Athlon II X2 4450e,587,4889
Intel Pentium 2129Y @ 1.10GHz,587,4890
Intel Pentium D 940 @ 3.20GHz,585,4891
Intel Core2 Duo T5450 @ 1.66GHz,584,4892
Intel Celeron 847E @ 1.10GHz,584,4893
Intel Atom C2338 @ 1.74GHz,584,4894
AMD E1-6015 APU,584,4895
Intel Celeron N2840 @ 2.16GHz,583,4896
AMD Athlon 64 X2 QL-67,582,4897
MediaTek MT6735,581,4898
MT6761V/WD,580,4899
Intel Pentium D 830 @ 3.00GHz,579,4900
AMD Athlon 64 X2 Dual-Core TK-42,577,4901
Intel Celeron G470 @ 2.00GHz,577,4902
Intel Celeron 1019Y @ 1.00GHz,576,4903
Spreadtrum SC9832E,576,4904
Intel Core2 Duo T5500 @ 1.66GHz,576,4905
Intel Celeron J1800 @ 2.41GHz,573,4906
AMD Athlon 64 X2 Dual Core BE-2350,573,4907
Intel Celeron @ 1.30GHz,572,4908
MT8735P,572,4909
ARM Cortex-A53 4 Core 1968 MHz,571,4910
AMD Athlon X2 Dual Core BE-2300,570,4911
Intel Celeron 857 @ 1.20GHz,569,4912
Mediatek MT8765WA,569,4913
Intel Celeron T1600 @ 1.66GHz,569,4914
MT8765WA,567,4915
QCT APQ8064 FLO,566,4916
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,566,4917
Intel Pentium T2410 @ 2.00GHz,566,4918
Intel Atom Z3530 @ 1.33GHz,565,4919
ap201,565,4920
AMD Athlon X2 Dual Core 6850e,564,4921
MT6739CW,564,4922
QTI QM215,563,4923
AMD Sempron Dual Core 2200,563,4924
AMD Turion X2 Dual-Core Mobile RM-77,562,4925
Intel Atom C2358 @ 1.74GHz,562,4926
AMD Turion Dual-Core RM-70,561,4927
"Qualcomm Technologies, Inc MSM8929",560,4928
Intel Celeron G465 @ 1.90GHz,559,4929
sun50iw1p1,559,4930
"Qualcomm Technologies, Inc APQ8017",558,4931
Intel Atom Z3735E @ 1.33GHz,557,4932
Intel Core2 Duo T5250 @ 1.50GHz,557,4933
Intel Pentium T2370 @ 1.73GHz,557,4934
ARM Cortex-A53 4 Core 1704 MHz,556,4935
AMD Athlon Neo X2 Dual Core L325,556,4936
AMD Sempron Dual Core 2300,555,4937
Intel Pentium U5400 @ 1.20GHz,552,4938
Intel T1400 @ 1.73GHz,548,4939
Intel T1500 @ 1.86GHz,548,4940
Intel Celeron N2830 @ 2.16GHz,546,4941
ARM Cortex-A35 4 Core 2004 MHz,546,4942
Intel Core i3-330UM @ 1.20GHz,543,4943
MT8161P,542,4944
AMD E1-6010 APU,542,4945
Intel Atom Z3735F @ 1.33GHz,542,4946
"Qualcomm Technologies, Inc MSM8917",541,4947
ARM Cortex-A72 4 Core 1700 MHz,541,4948
Intel Pentium T2390 @ 1.86GHz,540,4949
AMD Sempron 145,540,4950
SAMSUNG JF,540,4951
Intel Celeron U3600 @ 1.20GHz,539,4952
Intel Celeron J1750 @ 2.41GHz,538,4953
mt6762m,538,4954
Intel Pentium T2310 @ 1.46GHz,538,4955
ARM Cortex-A55 8 Core 1500 MHz,536,4956
AMD Turion 64 X2 Mobile TL-52,536,4957
Unisoc SC9832e,536,4958
AMD TurionX2 Dual Core Mobile RM-70,536,4959
Intel Core2 Duo L7300 @ 1.40GHz,536,4960
Intel Core2 Duo SU9400 @ 1.40GHz,536,4961
Intel Pentium E2140 @ 1.60GHz,534,4962
AMD Sempron 2650 APU,534,4963
MT6739CH,533,4964
Intel Pentium T2330 @ 1.60GHz,533,4965
Intel Core2 Duo U7300 @ 1.30GHz,532,4966
MT8167D,532,4967
Intel Atom C2350 @ 1.74GHz,531,4968
AMD Athlon 64 X2 Dual Core 3400+,531,4969
AMD Opteron 165,531,4970
Intel Core2 Duo T5300 @ 1.73GHz,530,4971
AMD Athlon Neo X2 Dual Core L335,529,4972
MT6737H,528,4973
AMD Athlon II Neo K345 Dual-Core,527,4974
Intel Atom S1260 @ 2.00GHz,526,4975
AMD Athlon 64 X2 QL-62,525,4976
MT6592,521,4977
AMD Athlon 64 X2 Dual-Core TK-55,518,4978
AMD Athlon 64 FX-57,517,4979
Intel Celeron E1200 @ 1.60GHz,516,4980
Intel T2050 @ 2.00GHz,516,4981
Intel Celeron U3400 @ 1.07GHz,516,4982
Intel Core2 Duo L7400 @ 1.50GHz,516,4983
Rockchip RK3288 (Flattened Device Tree),515,4984
Intel Atom D2701 @ 2.13GHz,515,4985
AMD Turion 64 X2 Mobile TL-56,514,4986
AMD Sempron 140,511,4987
AMD Sempron 130,511,4988
ARM Cortex-A53 4 Core 1800 MHz,510,4989
ARM Cortex-A72 2 Core 1199 MHz,509,4990
Intel Celeron 847 @ 1.10GHz,509,4991
Intel Celeron N2820 @ 2.13GHz,507,4992
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,506,4993
Intel Pentium SU4100 @ 1.30GHz,506,4994
AMD Sempron Dual Core 2100,506,4995
ARM Cortex-A55 4 Core 1416 MHz,505,4996
ARM Cortex-A17 3 Core 0 MHz,503,4997
Samsung Exynos 7570,500,4998
Amlogic AMLS905X4,500,4999
Intel Core Duo T2700 @ 2.33GHz,498,5000
sun50iw6,498,5001
Essgoo,497,5002
AMD Turion X2 Dual Core Mobile RM-70,497,5003
AMD E2-2000 APU,496,5004
Intel Atom Z3736F @ 1.33GHz,496,5005
Intel Celeron N2807 @ 1.58GHz,495,5006
Intel Celeron N2815 @ 1.86GHz,494,5007
Rockchip RK3328 box liantong avb,491,5008
Intel Celeron N2808 @ 1.58GHz,491,5009
Intel Celeron G460 @ 1.80GHz,490,5010
Intel Atom Z3770D @ 1.49GHz,488,5011
MediaTek MT6739WW,487,5012
"Qualcomm Technologies, Inc MSM8920",487,5013
AMD Athlon II Neo N36L Dual-Core,487,5014
Intel Celeron N2806 @ 1.60GHz,486,5015
PXA1908,486,5016
AMD Turion 64 X2 Mobile TL-50,486,5017
AMD E-350D APU,486,5018
AMD Turion 64 X2 Mobile TL-58,485,5019
AMD Athlon 64 3100+,484,5020
AMD G-T56N,484,5021
MediaTek MT6737,481,5022
"Qualcomm Technologies, Inc QM215",480,5023
Intel Atom E3827 @ 1.74GHz,480,5024
ARM Cortex-A53 4 Core 1600 MHz,479,5025
Intel Xeon 3.20GHz,478,5026
MT8167A,478,5027
AMD E1-2200 APU,474,5028
AMD TurionX2 Dual Core Mobile RM-72,471,5029
Intel Core2 Duo T5200 @ 1.60GHz,470,5030
ARM Cortex-A53 4 Core 1512 MHz,470,5031
Intel Pentium Extreme Edition 955 @ 3.46GHz,469,5032
Intel Pentium D 915 @ 2.80GHz,468,5033
MT8765WB,468,5034
AMD Turion Neo X2 Dual Core L625,468,5035
Intel Core2 Duo L7100 @ 1.20GHz,467,5036
Intel Atom D2700 @ 2.13GHz,467,5037
ARM Cortex-A53 4 Core 1416 MHz,466,5038
MediaTek MT6737M,465,5039
AMD Athlon 64 FX-59,465,5040
Rockchip rk3326 evb board,463,5041
ARM Cortex-A53 4 Core 1608 MHz,462,5042
Intel Core Duo T2600 @ 2.16GHz,460,5043
Intel Celeron SU2300 @ 1.20GHz,458,5044
AMD Opteron 154,457,5045
AMD Athlon Neo X2 Dual Core 6850e,456,5046
QCT APQ8064 DEB,453,5047
"rockchip,rk3328",453,5048
AMD E2-1800 APU,451,5049
AMD Opteron 254,451,5050
Intel Celeron 925 @ 2.30GHz,450,5051
Intel Core2 Duo T5270 @ 1.40GHz,449,5052
ARM Cortex-A53 4 Core 2016 MHz,449,5053
Intel Core2 Duo U9300 @ 1.20GHz,447,5054
Intel Atom N2800 @ 1.86GHz,444,5055
AMD G-T56E,442,5056
Rockchip RK3326,440,5057
AMD E-450 APU,439,5058
AMD Athlon II Neo K325 Dual-Core,439,5059
ARM Cortex-A53 4 Core 1300 MHz,438,5060
Intel Celeron 450 @ 2.20GHz,433,5061
Intel Atom D2560 @ 2.00GHz,433,5062
MediaTek MT6739WA,432,5063
AMD Athlon LE-1640,430,5064
AMD E-350,430,5065
MT8127,429,5066
AMD Opteron 152,428,5067
Sony Mobile fusion3,428,5068
Intel Atom D2550 @ 1.86GHz,428,5069
Intel Xeon 3.00GHz,425,5070
Qualcomm MSM8916,424,5071
AMD G-T48E,423,5072
AMD E-350 APU,423,5073
AMD V140,422,5074
AMD Athlon LE-1620,421,5075
AMD A4-1250 APU,421,5076
Intel Core2 Duo U7700 @ 1.33GHz,420,5077
Intel Celeron G440 @ 1.60GHz,420,5078
"Qualcomm Technologies, Inc MSM8916",420,5079
MediaTek MT8735B,418,5080
ARM Cortex-A53 4 Core 1392 MHz,417,5081
AMD Sempron LE-1300,417,5082
AMD Athlon LE-1660,416,5083
ARM Cortex-A53 4 Core 1296 MHz,416,5084
"Qualcomm Technologies, Inc APQ8016",415,5085
ARM Cortex-A55 4 Core 0 MHz,415,5086
Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,415,5087
ARM Cortex-A35 4 Core 0 MHz,413,5088
AMD Athlon LE-1600,412,5089
Intel Core Duo T2450 @ 2.00GHz,411,5090
sc8830,410,5091
Intel Celeron 900 @ 2.20GHz,409,5092
"Qualcomm Technologies, Inc QCM2150",409,5093
AMD E1-2100 APU,408,5094
Intel Core2 Duo U7500 @ 1.06GHz,408,5095
Intel Core Duo T2500 @ 2.00GHz,408,5096
ARM Cortex-A53 4 Core 1199 MHz,408,5097
Intel Atom E3805 @ 1.33GHz,406,5098
Intel Atom D510 @ 1.66GHz,406,5099
Intel Xeon 5110 @ 1.60GHz,405,5100
AMD Athlon 64 FX-55,404,5101
Intel Core Duo L2500 @ 1.83GHz,404,5102
Intel Xeon 3.60GHz,403,5103
MediaTek MT8167B,403,5104
Intel Atom D525 @ 1.80GHz,402,5105
Intel Core i7-2630UM @ 1.60GHz,400,5106
AMD Turion 64 Mobile ML-42,400,5107
AMD Geode NX 2400+,400,5108
ARM Cortex-A72 1 Core 0 MHz,400,5109
QCT APQ8064 MAKO,399,5110
ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,399,5111
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,398,5112
hi6620oem,396,5113
Intel Celeron N2810 @ 2.00GHz,396,5114
MT6580,394,5115
AMD Athlon 64 3700+,394,5116
ARM Krait 4 Core 0 MHz,393,5117
AMD Opteron 150,393,5118
Intel Xeon 3.80GHz,393,5119
AMD Opteron 148,392,5120
Intel Celeron 807 @ 1.50GHz,392,5121
UNIVERSAL3470,391,5122
Rockchip RK3399 Generic Board edp (Android),391,5123
AMD V120,390,5124
Intel Xeon 3.40GHz,389,5125
QCT APQ8064 MTP,389,5126
MT8735M,388,5127
Intel Core Duo L2300 @ 1.50GHz,387,5128
Rockchip RK3326 Board,386,5129
Intel Core Duo T2350 @ 1.86GHz,385,5130
Intel Pentium 4 3.73GHz,385,5131
AMD E1-1500 APU,385,5132
ARM Cortex-A53 4 Core 1368 MHz,385,5133
MT6735P,384,5134
AMD Turion 64 Mobile ML-44,384,5135
Intel Pentium 4 3.80GHz,384,5136
Rockchip rk3326 863 rkisp1 board,383,5137
Intel Pentium T2130 @ 1.86GHz,382,5138
QCT APQ8064 AWIFI,382,5139
Intel Atom 330 @ 1.60GHz,381,5140
AMD E1-1200 APU,380,5141
Qualcomm MSM8212,378,5142
Intel Atom E3825 @ 1.33GHz,378,5143
AMD Athlon 1640B,376,5144
AMD A4-1200 APU,375,5145
AMD Athlon 64 3300+,375,5146
Intel Pentium D 805 @ 2.66GHz,374,5147
Intel Celeron D 360 @ 3.46GHz,372,5148
Intel Celeron 827E @ 1.40GHz,371,5149
Intel Celeron 440 @ 2.00GHz,368,5150
AMD Athlon 64 3500+,367,5151
Qualcomm MSM8928,367,5152
Intel Core Duo T2400 @ 1.83GHz,366,5153
MT6580M,365,5154
ARM Cortex-A53 4 Core 1500 MHz,363,5155
AMD Turion 64 Mobile MK-38,362,5156
AMD Sempron 3800+,360,5157
AMD V160,360,5158
Intel Atom N570 @ 1.66GHz,360,5159
AMD Athlon II 160u,358,5160
Mobile AMD Athlon 64 3700+,356,5161
Manta,356,5162
AMD Athlon II 170u,355,5163
ARM Cortex-A7 4 Core 1368 MHz,354,5164
Nakamichi,353,5165
VIA Nano X2 U4025 @ 1.2 GHz,353,5166
Intel Core Duo T2250 @ 1.73GHz,350,5167
AMD Sempron LE-1200,349,5168
Intel Core Duo L2400 @ 1.66GHz,348,5169
AMD Athlon X2 Dual Core 3250e,348,5170
Intel Core2 Duo U7600 @ 1.20GHz,347,5171
"Qualcomm Technologies, Inc APQ8009",346,5172
AMD Opteron 146,346,5173
ARM Cortex-A53 4 Core 0 MHz,345,5174
Qualcomm MSM8226,344,5175
Intel Atom N2600 @ 1.60GHz,344,5176
Mobile Intel Pentium 4 3.33GHz,344,5177
Intel Celeron 570 @ 2.26GHz,344,5178
AMD Athlon X2 Dual Core L310,343,5179
ARM Cortex-A7 4 Core 1300 MHz,343,5180
Unisoc SC7731e,343,5181
AMD Athlon 64 3000+,342,5182
Intel 2.80GHz,341,5183
Intel Pentium T2080 @ 1.73GHz,341,5184
AMD Athlon 64 4000+,340,5185
Intel Celeron 560 @ 2.13GHz,339,5186
AMD Athlon TF-36,338,5187
MT6739WM,338,5188
ARM Cortex-A53 4 Core 1152 MHz,338,5189
AMD Sempron 3600+,337,5190
Rockchip RK3566 EVB2 LP4X V10 Board PDM Mic Array,337,5191
AMD E-300 APU,336,5192
AMD Turion 64 Mobile ML-40,336,5193
Mobile AMD Sempron 3800+,335,5194
sun8iw11p1,335,5195
ARM Cortex-A72 4 Core 1750 MHz,335,5196
Intel Celeron N2805 @ 1.46GHz,335,5197
ARM ARMv7 rev 0 (v7l) 4 Core 0 MHz,335,5198
Intel Celeron 550 @ 2.00GHz,334,5199
AMD Turion 64 Mobile ML-37,334,5200
Intel Atom E3826 @ 1.46GHz,334,5201
AMD Turion 64 Mobile MK-36,334,5202
Spreadtrum SC7731e,333,5203
Mobile AMD Athlon 64 3400+,333,5204
AMD Athlon 2850e,333,5205
Intel Core Duo T2050 @ 1.60GHz,333,5206
AMD Sempron M100,332,5207
Qualcomm MSM8228,332,5208
AMD Athlon 64 3800+,332,5209
Intel Pentium 4 3.20GHz,332,5210
Qualcomm APQ8026,330,5211
Intel Pentium T2060 @ 1.60GHz,330,5212
ARM Cortex-A35 4 Core 1200 MHz,329,5213
VIA Eden X2 U4200 @ 1.0+ GHz,326,5214
Mobile AMD Athlon 64 3200+,326,5215
ARM ARMv7 rev 5 (v7l) 4 Core 1200 MHz,325,5216
Intel Core Duo T2300 @ 1.66GHz,325,5217
ARM Cortex-A35 4 Core 1296 MHz,323,5218
Intel Celeron M 530 @ 1.73GHz,320,5219
AMD Turion 64 Mobile ML-34,319,5220
Rockchip RK3328,319,5221
ARM Cortex-A7 4 Core 1392 MHz,318,5222
ARM Cortex-A57 2 Core 1479 MHz,318,5223
AMD Athlon 64 3400+,317,5224
AMD Opteron 144,316,5225
AMD C-60 APU,316,5226
AMD Athlon II Neo K125,315,5227
AMD Sempron LE-1100,315,5228
Intel Pentium 4 3.60GHz,315,5229
AMD C-70 APU,315,5230
AMD Sempron 3300+,315,5231
ARM Cortex-A72 4 Core 2800 MHz,314,5232
Rockchip RK3228A,314,5233
Intel Celeron D 420 @ 1.60GHz,313,5234
ARM Cortex-A53 4 Core 1008 MHz,313,5235
Mobile AMD Athlon 64 4000+,313,5236
Intel Pentium 4 3.00GHz,312,5237
Samsung GrandPrimePlus LTE CIS rev04 board based o,312,5238
Qualcomm MSM8926,310,5239
UNIVERSAL3475,310,5240
MT6735M,308,5241
Intel Celeron 3.06GHz,307,5242
msm8960dt,306,5243
Intel Celeron 540 @ 1.86GHz,305,5244
AMD Athlon 64 3200+,305,5245
AMD Z-01,305,5246
Intel Celeron 430 @ 1.80GHz,305,5247
Intel Atom N550 @ 1.50GHz,304,5248
AMD Sempron LE-1250,301,5249
"Qualcomm Technologies, Inc MSM8909",301,5250
Intel Pentium 4 3.40GHz,300,5251
AMD G-T40N,299,5252
AMD Sempron 3000+,299,5253
Intel Atom Z2760 @ 1.80GHz,298,5254
AMD Sempron 3100+,298,5255
AMD Athlon II Neo K145,298,5256
Intel Pentium 4 3.46GHz,295,5257
AMD Athlon 64 2800+,295,5258
Qualcomm MSM8626,294,5259
Mobile AMD Sempron 3300+,294,5260
AMD Sempron 3400+,292,5261
"Qualcomm Technologies, Inc MSM8216",292,5262
Intel Pentium M 2.10GHz,292,5263
AMD Athlon 2800+,291,5264
AMD C-60,290,5265
AMD G-T40E,289,5266
AMD Sempron SI-40,288,5267
AMD Turion 64 Mobile MT-32,286,5268
AMD Turion 64 Mobile ML-32,285,5269
Mobile AMD Sempron 3600+,284,5270
AMD Athlon XP 3100+,282,5271
AMD Athlon XP 3200+,281,5272
AMD Athlon Neo MV-40,281,5273
AMD Sempron M120,281,5274
Intel Pentium M 1.80GHz,280,5275
Rockchip RK3229,280,5276
ARM Cortex-A72 4 Core 800 MHz,279,5277
AMD Turion 64 Mobile MT-34,279,5278
VIA Nano L2100@1800MHz,279,5279
ARM Cortex-A7 4 Core 1000 MHz,278,5280
ARM Cortex-A53 4 Core 1200 MHz,277,5281
Mobile AMD Sempron 3100+,277,5282
AMD Turion 64 Mobile ML-30,277,5283
AMD Athlon XP 2900+,276,5284
Intel Celeron 743 @ 1.30GHz,275,5285
AMD Turion 64 Mobile MT-37,274,5286
AMD Athlon 2650e,274,5287
Intel Celeron D 352 @ 3.20GHz,274,5288
Intel Core2 Solo U3500 @ 1.40GHz,272,5289
Intel Pentium M 2.00GHz,270,5290
Mobile AMD Sempron 3400+,269,5291
ARM Cortex-A7 4 Core 1008 MHz,269,5292
Mobile AMD Sempron 3500+,269,5293
Mobile AMD Sempron 3000+,269,5294
Intel Celeron 530 @ 1.73GHz,268,5295
AMD Sempron 210U,267,5296
Intel Celeron 3.20GHz,267,5297
Intel Celeron M 723 @ 1.20GHz,267,5298
ARM Cortex-A53 4 Core 1400 MHz,266,5299
SAMSUNG SERRANO,266,5300
AMD Athlon TF-20,265,5301
Intel Pentium 4 3.06GHz,264,5302
Intel Celeron 3.33GHz,263,5303
VIA Eden C1050@1.06GHz,263,5304
AMD Z-60 APU,262,5305
AMD Athlon XP 3000+,262,5306
AMD C-50,262,5307
AMD Athlon XP 2800+,260,5308
Intel Xeon 2.80GHz,260,5309
Mobile AMD Sempron 2600+,256,5310
AMD Athlon XP 2700+,256,5311
Intel Core Duo U2400 @ 1.06GHz,255,5312
AMD Turion 64 Mobile ML-28,254,5313
ARM Cortex-A7 4 Core 1296 MHz,253,5314
Intel Core Solo T1400 @ 1.83GHz,253,5315
AMD Sempron 2600+,253,5316
Intel Celeron M 1.70GHz,252,5317
AMD Sempron LE-1150,251,5318
Intel Celeron D 356 @ 3.33GHz,251,5319
Intel Atom D2500 @ 1.86GHz,251,5320
AMD Sempron 3200+,251,5321
Mediatek MT6739W,251,5322
AMD GX-210JA SOC,248,5323
AMD Turion 64 Mobile MT-30,246,5324
Mobile AMD Sempron 3200+,245,5325
AMD Sempron SI-42,245,5326
Intel Pentium SU2700 @ 1.30GHz,244,5327
AMD Athlon XP2400+,243,5328
AMD Athlon 64 2600+,243,5329
AMD Sempron 2800+,243,5330
AMD Athlon XP 2600+,242,5331
Mobile AMD Athlon XP-M 2600+,241,5332
Mobile AMD Athlon 2500+,241,5333
Intel Celeron 807UE @ 1.00GHz,241,5334
Intel Pentium 4 2.80GHz,240,5335
Intel Pentium M 1.50GHz,240,5336
Intel Pentium M 1.70GHz,239,5337
Intel Celeron M 520 @ 1.60GHz,239,5338
Mobile AMD Athlon XP-M 3000+,238,5339
VIA Nano L2007@1600MHz,238,5340
Mobile AMD Athlon XP-M 2800+,238,5341
Intel Pentium M 1700MHz,237,5342
Mobile AMD Athlon XP-M 2200+,237,5343
sun8iw7,237,5344
Mobile AMD Sempron 2800+,237,5345
AMD Athlon XP 2400+,234,5346
Intel Pentium M 2.13GHz,234,5347
Intel Core2 Solo U2100 @ 1.06GHz,233,5348
Mobile AMD Athlon 4 2400+,233,5349
SAMSUNG EXPRESS2,233,5350
Intel Celeron D 347 @ 3.06GHz,232,5351
Mobile Intel Pentium 4 3.20GHz,232,5352
AMD Sempron 3500+,232,5353
ARM Cortex-A7 4 Core 900 MHz,232,5354
AMD Athlon XP 2500+,231,5355
Intel Celeron 420 @ 1.60GHz,231,5356
Intel Celeron 2.93GHz,230,5357
Intel Celeron M 450 @ 2.00GHz,230,5358
ARM Cortex-A7 4 Core 1200 MHz,229,5359
Intel Pentium M 2.26GHz,227,5360
Mobile AMD Athlon XP-M 2500+,226,5361
Mobile AMD Athlon XP-M 2400+,225,5362
Intel Pentium M 1.40GHz,225,5363
Intel Atom N470 @ 1.83GHz,224,5364
Intel Core Duo U2500 @ 1.20GHz,223,5365
Intel Pentium 4 2.60GHz,223,5366
Intel Celeron 2.53GHz,222,5367
Intel Pentium M 1.86GHz,222,5368
ARM Cortex-A53 4 Core 1536 MHz,222,5369
Intel Celeron M 360 1.40GHz,221,5370
ARM Cortex-A53 4 Core 600 MHz,220,5371
Mobile Intel Pentium 4 3.06GHz,220,5372
Intel Celeron M 1500MHz,217,5373
ARM Cortex-A53 4 Core 1000 MHz,215,5374
AMD Athlon XP 2200+,214,5375
Intel Celeron 723 @ 1.20GHz,213,5376
AMD Athlon L110,211,5377
AMD Athlon XP 2100+,210,5378
Intel Core Solo T1300 @ 1.66GHz,210,5379
Intel Celeron 220 @ 1.20GHz,209,5380
Intel Pentium M 1400MHz,208,5381
ARM Cortex-A53 4 Core 1333 MHz,207,5382
AMD Sempron 2500+,207,5383
AMD Sempron 2300+,207,5384
Intel Atom N450 @ 1.66GHz,206,5385
Intel Celeron M 1.30GHz,205,5386
Mobile Intel Pentium 4 2.80GHz,205,5387
Intel Pentium M 1.73GHz,205,5388
AMD Sempron 2400+,205,5389
AMD Athlon XP 1900+,203,5390
Intel Pentium M 1.20GHz,199,5391
ARM Cortex-A72 4 Core 1850 MHz,199,5392
VIA Nano U2500@1200MHz,199,5393
RK30board,198,5394
Intel Pentium M 1300MHz,197,5395
Intel Celeron M 1300MHz,197,5396
Intel Pentium M 1.30GHz,196,5397
Mobile AMD Athlon XP-M 2000+,196,5398
AMD E-240,195,5399
AMD Athlon XP 1800+,195,5400
AMD Athlon XP 2000+,195,5401
Intel Pentium III 1400S @ 1400MHz,194,5402
Intel Pentium M 1.60GHz,194,5403
Intel Core Solo T1350 @ 1.86GHz,194,5404
Mobile AMD Athlon XP-M 1800+,193,5405
Intel Pentium III 1400 @ 1400MHz,193,5406
Intel Atom N2100 @ 1.60GHz,193,5407
Intel Atom E3815 @ 1.46GHz,193,5408
Intel Pentium M 1600MHz,193,5409
Intel Celeron M 1.50GHz,192,5410
Mobile AMD Athlon MP-M 2400+,192,5411
AMD Athlon 1500+,191,5412
Intel Celeron M 1.60GHz,190,5413
Intel Celeron 2.80GHz,190,5414
Intel Atom N455 @ 1.66GHz,188,5415
Intel Pentium M 1500MHz,188,5416
VIA Nano U2250 (1.6GHz Capable),187,5417
Google R11 BtWifi Evt1.1,187,5418
Intel Atom D425 @ 1.80GHz,185,5419
VIA Nano U3500@1000MHz,184,5420
Intel Pentium M 1.10GHz,184,5421
AMD V105,184,5422
AMD Sempron 2200+,184,5423
AMD Athlon XP1600+,183,5424
Intel Atom Z530 @ 1.60GHz,183,5425
Mobile Intel Celeron 1333MHz,183,5426
Mobile Intel Pentium 4 2.66GHz,182,5427
Intel Celeron 2.26GHz,182,5428
Intel Atom D410 @ 1.66GHz,180,5429
Intel Xeon 2.40GHz,180,5430
Intel Atom N475 @ 1.83GHz,179,5431
VIA Nano U2250@1300+MHz,179,5432
AMD C-30,178,5433
AMD G-T52R,177,5434
AMD Athlon XP 1700+,176,5435
AMD Athlon XP 1600+,174,5436
